,ecosystem,species,year,biomass,abundance,biomass_index,abundance_index,avg_len,avg_mass,source,agency,season,species_lower
540,CB,Summer_flounder,2007,0.15265329898,,,329.46073796,0.29571980676,0.32951566598,ChesMMAP_Survey,VIMS,Sep-Nov,summer_flounder
541,CB,Summer_flounder,2008,0.13172368833,,,359.25582624,0.28799614352,0.36426911995,ChesMMAP_Survey,VIMS,Sep-Nov,summer_flounder
542,CB,Summer_flounder,2009,0.082213227718,,,190.00640492,0.31496825397,0.4181840388,ChesMMAP_Survey,VIMS,Sep-Nov,summer_flounder
543,CB,Summer_flounder,2010,0.088724887893,,,199.3970618,0.30715217391,0.37785884058,ChesMMAP_Survey,VIMS,Sep-Nov,summer_flounder
567,CB,Weakfish,2002,0.15683362362,,,786.91015985,0.22859876773,0.13432791738,ChesMMAP_Survey,VIMS,Sep-Nov,weakfish
568,CB,Weakfish,2003,0.24942169049,,,1849.7628429,0.23217628583,0.16590335551,ChesMMAP_Survey,VIMS,Sep-Nov,weakfish
569,CB,Weakfish,2004,0.38845460346,,,1807.2454354,0.22930659415,0.15641821081,ChesMMAP_Survey,VIMS,Sep-Nov,weakfish
570,CB,Weakfish,2005,0.51889412091,,,2796.1871283,0.21968163804,0.14520031662,ChesMMAP_Survey,VIMS,Sep-Nov,weakfish
571,CB,Weakfish,2006,0.18159346345,,,1246.083496,0.20498661312,0.10527523108,ChesMMAP_Survey,VIMS,Sep-Nov,weakfish
572,CB,Weakfish,2007,0.12593462092,,,1026.7846479,0.19287359551,0.095930945693,ChesMMAP_Survey,VIMS,Sep-Nov,weakfish
573,CB,Weakfish,2008,0.063921847013,,,466.0995418,0.20402089552,0.11008517413,ChesMMAP_Survey,VIMS,Sep-Nov,weakfish
574,CB,Weakfish,2009,0.053562301151,,,845.08891321,0.14419502868,0.040872111445,ChesMMAP_Survey,VIMS,Sep-Nov,weakfish
575,CB,Weakfish,2010,0.099127217186,,,1110.1475534,0.16246277372,0.063490413625,ChesMMAP_Survey,VIMS,Sep-Nov,weakfish
643,CB,White_perch,2002,1.1727083276,,,7212.7818157,0.19424819277,0.15050779048,ChesMMAP_Survey,VIMS,Nov-Mar,white_perch
644,CB,White_perch,2003,1.5238424148,,,9433.4623995,0.19192458083,0.18128555314,ChesMMAP_Survey,VIMS,Nov-Mar,white_perch
645,CB,White_perch,2004,3.091035676,,,22470.948586,0.18844320637,0.13916684424,ChesMMAP_Survey,VIMS,Nov-Mar,white_perch
646,CB,White_perch,2005,1.2375771939,,,10812.10079,0.18832031665,0.1360670403,ChesMMAP_Survey,VIMS,Nov-Mar,white_perch
647,CB,White_perch,2006,4.0464917334,,,42762.117041,0.18437826923,0.1196322719,ChesMMAP_Survey,VIMS,Nov-Mar,white_perch
648,CB,White_perch,2007,1.5336696839,,,16398.084853,0.18058421496,0.11040536036,ChesMMAP_Survey,VIMS,Nov-Mar,white_perch
649,CB,White_perch,2008,0.51939406709,,,4632.1705297,0.17254074515,0.097232932577,ChesMMAP_Survey,VIMS,Nov-Mar,white_perch
650,CB,White_perch,2009,1.284921462,,,8797.8718661,0.19986005372,0.15691540669,ChesMMAP_Survey,VIMS,Nov-Mar,white_perch
701,CTS,American_eel,1988,,,,0.028571428571,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,american_eel
702,CTS,American_eel,1989,,,,0.042654028436,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,american_eel
703,CTS,American_eel,1994,,,,0.021276595745,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,american_eel
704,CTS,American_eel,1998,,,,0.1,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,american_eel
705,CTS,American_sand_lance,1990,,,,0.0051020408163,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,american_sand_lance
706,CTS,American_sand_lance,1992,,,,0.020833333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,american_sand_lance
707,CTS,American_sand_lance,1994,,,,0.21276595745,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,american_sand_lance
772,CTS,bay_anchovy,1990,,,,0.040816326531,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,bay_anchovy
773,CTS,bay_anchovy,1995,,,,0.083333333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,bay_anchovy
774,CTS,bay_anchovy,1996,,,,1.4375,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,bay_anchovy
775,CTS,bay_anchovy,1998,,,,0.54,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,bay_anchovy
776,CTS,bay_anchovy,2001,,,,0.020833333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,bay_anchovy
777,CTS,bay_anchovy,2002,,,,0.22916666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,bay_anchovy
778,CTS,bay_anchovy,2004,,,,0.020833333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,bay_anchovy
779,CTS,bay_anchovy,2005,,,,0.25,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,bay_anchovy
780,CTS,black_sea_bass,1991,,,,0.20833333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
781,CTS,black_sea_bass,1994,,,,0.87234042553,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
782,CTS,black_sea_bass,1995,,,,0.89583333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
783,CTS,black_sea_bass,1998,,,,0.54,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
784,CTS,black_sea_bass,1999,,,,0.29166666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
785,CTS,black_sea_bass,2000,,,,0.041666666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
786,CTS,black_sea_bass,2001,,,,14.3125,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
787,CTS,black_sea_bass,2002,,,,1.3125,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
788,CTS,black_sea_bass,2003,,,,0.5625,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
789,CTS,black_sea_bass,2004,,,,2.2916666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
790,CTS,black_sea_bass,2005,,,,0.3125,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
791,CTS,black_sea_bass,2006,,,,1.7083333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
792,CTS,black_sea_bass,2007,,,,2.2708333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
793,CTS,black_sea_bass,2008,,,,0.64705882353,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
794,CTS,black_sea_bass,2009,,,,6.3333333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,black_sea_bass
795,CTS,blue_crab,2004,,,,0.020833333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,blue_crab
796,CTS,blue_crab,2005,,,,0.041666666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,blue_crab
797,CTS,blue_crab,2006,,,,1.75,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,blue_crab
798,CTS,blue_crab,2007,,,,0.64583333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,blue_crab
799,CTS,blue_crab,2008,,,,0.078431372549,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,blue_crab
800,CTS,blue_crab,2009,,,,6.9375,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,blue_crab
1176,CTS,silver_perch,1988,,,,0.0057142857143,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,silver_perch
1200,CTS,striped_bass,1988,,,,0.0057142857143,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,striped_bass
1201,CTS,striped_bass,1989,,,,0.023696682464,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,striped_bass
1202,CTS,striped_bass,1999,,,,0.020833333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,striped_bass
1203,CTS,striped_bass,2003,,,,0.125,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,striped_bass
1204,CTS,striped_bass,2008,,,,0.019607843137,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,striped_bass
1250,CTS,summer_flounder,1989,,,,0.0094786729858,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,summer_flounder
1251,CTS,summer_flounder,1993,,,,0.041666666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,summer_flounder
1252,CTS,summer_flounder,1994,,,,0.12765957447,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,summer_flounder
1253,CTS,summer_flounder,1996,,,,0.020833333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,summer_flounder
1254,CTS,summer_flounder,1998,,,,0.02,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,summer_flounder
1255,CTS,summer_flounder,2006,,,,0.33333333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,summer_flounder
1256,CTS,summer_flounder,2007,,,,0.16666666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,summer_flounder
1257,CTS,summer_flounder,2008,,,,0.1568627451,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,summer_flounder
1258,CTS,summer_flounder,2009,,,,0.020833333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,summer_flounder
1286,CTS,weakfish,1989,,,,0.0047393364929,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,weakfish
1287,CTS,weakfish,2003,,,,0.3125,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,weakfish
1297,CTS,white_perch,1988,,,,0.034285714286,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,white_perch
1298,CTS,white_perch,1989,,,,0.24644549763,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,white_perch
1299,CTS,white_perch,2005,,,,0.0625,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,white_perch
1300,CTS,white_perch,2008,,,,0.21568627451,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,white_perch
1321,CTS,winter_flounder,1988,,,,0.31428571429,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1322,CTS,winter_flounder,1989,,,,0.61137440758,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1323,CTS,winter_flounder,1990,,,,0.64795918367,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1324,CTS,winter_flounder,1991,,,,0.14583333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1325,CTS,winter_flounder,1992,,,,0.125,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1326,CTS,winter_flounder,1993,,,,0.29166666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1327,CTS,winter_flounder,1994,,,,0.27659574468,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1328,CTS,winter_flounder,1995,,,,0.25,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1329,CTS,winter_flounder,1996,,,,0.4375,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1330,CTS,winter_flounder,1997,,,,5.875,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1331,CTS,winter_flounder,1998,,,,0.18,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1332,CTS,winter_flounder,1999,,,,0.083333333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1333,CTS,winter_flounder,2000,,,,0.14583333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1334,CTS,winter_flounder,2001,,,,0.041666666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1335,CTS,winter_flounder,2002,,,,0.0625,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1336,CTS,winter_flounder,2004,,,,0.1875,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1337,CTS,winter_flounder,2005,,,,0.22916666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1338,CTS,winter_flounder,2006,,,,0.14583333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1339,CTS,winter_flounder,2007,,,,0.125,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1340,CTS,winter_flounder,2008,,,,0.27450980392,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1341,CTS,winter_flounder,2009,,,,0.041666666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,winter_flounder
1404,Del,American_eel,1980,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1405,Del,American_eel,1981,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1406,Del,American_eel,1982,0.0003138752343,2.092501562,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1407,Del,American_eel,1983,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1408,Del,American_eel,1984,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1409,Del,American_eel,1990,0.0019665983818,7.8663935274,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1410,Del,American_eel,1991,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1411,Del,American_eel,1992,0.00046394087114,1.8557634846,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1412,Del,American_eel,1993,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1413,Del,American_eel,1994,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1414,Del,American_eel,1995,0.00061150512697,0.92652291965,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1415,Del,American_eel,1996,0.0030617658079,7.5466058645,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1416,Del,American_eel,1997,0.0014885109711,2.7565017983,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1417,Del,American_eel,1998,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1418,Del,American_eel,1999,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1419,Del,American_eel,2000,0.00062934535621,1.90710714,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1420,Del,American_eel,2001,4.8003246866e-05,0.96006493733,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1421,Del,American_eel,2002,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1422,Del,American_eel,2003,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1423,Del,American_eel,2004,0.0010898018461,1.9460747252,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1424,Del,American_eel,2005,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1425,Del,American_eel,2006,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1426,Del,American_eel,2007,0.00045874281114,0.95571418988,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1427,Del,American_eel,2008,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,american_eel
1564,Del,Atlantic_herring,1980,0.016680278184,51.255954154,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1565,Del,Atlantic_herring,1981,0.0073861267937,24.827316954,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1566,Del,Atlantic_herring,1982,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1567,Del,Atlantic_herring,1983,0.00053983173524,2.159326941,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1568,Del,Atlantic_herring,1984,0.011905321387,26.667919907,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1569,Del,Atlantic_herring,1990,0.028551861947,402.7593486,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1570,Del,Atlantic_herring,1991,0.15325909712,768.6738936,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1571,Del,Atlantic_herring,1992,0.19038927105,979.84311985,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1572,Del,Atlantic_herring,1993,0.025466703707,111.37896964,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1573,Del,Atlantic_herring,1994,0.078208393808,365.40505658,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1574,Del,Atlantic_herring,1995,0.0098137307649,44.473100143,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1575,Del,Atlantic_herring,1996,0.0068781922022,36.65494277,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1576,Del,Atlantic_herring,1997,0.0086554156466,43.18519484,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1577,Del,Atlantic_herring,1998,0.01018552035,52.849398042,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1578,Del,Atlantic_herring,1999,0.010402879001,59.472879012,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1579,Del,Atlantic_herring,2000,0.0049870851711,21.93173211,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1580,Del,Atlantic_herring,2001,0.0019681331215,9.6006493733,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1581,Del,Atlantic_herring,2002,0.012183539901,74.106067441,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1582,Del,Atlantic_herring,2003,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1583,Del,Atlantic_herring,2004,0.0060717531427,25.298971428,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1584,Del,Atlantic_herring,2005,0.0019415130642,15.212639093,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1585,Del,Atlantic_herring,2006,0.0054546879474,28.146966277,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1586,Del,Atlantic_herring,2007,0.0027906854344,13.379998658,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1587,Del,Atlantic_herring,2008,0.00064935253107,7.8117597723,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,atlantic_herring
1820,Del,Bay_anchovy,1980,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1821,Del,Bay_anchovy,1981,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1822,Del,Bay_anchovy,1982,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1823,Del,Bay_anchovy,1983,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1824,Del,Bay_anchovy,1984,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1825,Del,Bay_anchovy,1990,0.0,202.95295301,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1826,Del,Bay_anchovy,1991,0.0,4.5959575103,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1827,Del,Bay_anchovy,1992,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1828,Del,Bay_anchovy,1993,3.9080340224e-06,2.9310255168,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1829,Del,Bay_anchovy,1994,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1830,Del,Bay_anchovy,1995,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1831,Del,Bay_anchovy,1996,6.4685193124e-05,44.201548635,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1832,Del,Bay_anchovy,1997,0.00013782508991,65.237209226,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1833,Del,Bay_anchovy,1998,0.00025944249948,91.28532389,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1834,Del,Bay_anchovy,1999,9.749652297e-05,15.599443675,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1835,Del,Bay_anchovy,2000,0.00084389490946,190.710714,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1836,Del,Bay_anchovy,2001,0.00044355000105,131.52889641,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1837,Del,Bay_anchovy,2002,0.00050241401655,120.57936397,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1838,Del,Bay_anchovy,2003,0.00064653716145,180.73652468,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1839,Del,Bay_anchovy,2004,0.0020988415911,3288.8662856,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1840,Del,Bay_anchovy,2005,0.0011342924024,499.16472023,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1841,Del,Bay_anchovy,2006,0.00072502702789,295.05785338,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1842,Del,Bay_anchovy,2007,0.0005667385146,742.58992554,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1843,Del,Bay_anchovy,2008,0.00077629362737,303.68216115,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,bay_anchovy
1948,Del,Blue_crab,1980,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,blue_crab
1949,Del,Blue_crab,1981,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,blue_crab
1950,Del,Blue_crab,1982,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd,blue_crab
