,ecosystem,species,year,landings_biomass,landings_abund,landings_biomass_index,landings_abund_index,avg_len,avg_mass,source,agency,season
149,GB,Atlantic_cod,1986,0.476536662,,,,,,CFDBS,NMFS/NEFSC,nd
150,GB,Atlantic_cod,1987,0.510927297,,,,,,CFDBS,NMFS/NEFSC,nd
151,GB,Atlantic_cod,1988,0.630673167,,,,,,CFDBS,NMFS/NEFSC,nd
152,GB,Atlantic_cod,1989,0.5445507,,,,,,CFDBS,NMFS/NEFSC,nd
153,GB,Atlantic_cod,1990,0.757204206,,,,,,CFDBS,NMFS/NEFSC,nd
154,GB,Atlantic_cod,1991,0.659893309,,,,,,CFDBS,NMFS/NEFSC,nd
155,GB,Atlantic_cod,1992,0.337362132,,,,,,CFDBS,NMFS/NEFSC,nd
156,GB,Atlantic_cod,1993,0.306754534,,,,,,CFDBS,NMFS/NEFSC,nd
157,GB,Atlantic_cod,1994,0.124619971,,,,,,CFDBS,NMFS/NEFSC,nd
158,GB,Atlantic_cod,1995,0.138303432,,,,,,CFDBS,NMFS/NEFSC,nd
159,GB,Atlantic_cod,1996,0.156542837,,,,,,CFDBS,NMFS/NEFSC,nd
160,GB,Atlantic_cod,1997,0.117262663,,,,,,CFDBS,NMFS/NEFSC,nd
161,GB,Atlantic_cod,1998,0.181651497,,,,,,CFDBS,NMFS/NEFSC,nd
162,GB,Atlantic_cod,1999,0.08039754,,,,,,CFDBS,NMFS/NEFSC,nd
163,GB,Atlantic_cod,2000,0.1212052,,,,,,CFDBS,NMFS/NEFSC,nd
164,GB,Atlantic_cod,2001,0.096194759,,,,,,CFDBS,NMFS/NEFSC,nd
165,GB,Atlantic_cod,2002,0.106038372,,,,,,CFDBS,NMFS/NEFSC,nd
166,GB,Atlantic_cod,2003,0.067294041,,,,,,CFDBS,NMFS/NEFSC,nd
167,GB,Atlantic_cod,2004,0.142164812,,,,,,CFDBS,NMFS/NEFSC,nd
168,GB,Atlantic_cod,2005,0.072779316,,,,,,CFDBS,NMFS/NEFSC,nd
169,GB,Atlantic_cod,2006,0.029238887,,,,,,CFDBS,NMFS/NEFSC,nd
170,GB,Atlantic_cod,2007,0.038121182,,,,,,CFDBS,NMFS/NEFSC,nd
171,GB,Atlantic_halibut,1963,0.000516045,,,,,,CFDBS,NMFS/NEFSC,nd
172,GB,Atlantic_halibut,1964,0.004074367,,,,,,CFDBS,NMFS/NEFSC,nd
173,GB,Atlantic_halibut,1965,0.001778622,,,,,,CFDBS,NMFS/NEFSC,nd
174,GB,Atlantic_halibut,1966,0.000199205,,,,,,CFDBS,NMFS/NEFSC,nd
175,GB,Atlantic_halibut,1967,0.000834519,,,,,,CFDBS,NMFS/NEFSC,nd
176,GB,Atlantic_halibut,1968,0.000442989,,,,,,CFDBS,NMFS/NEFSC,nd
177,GB,Atlantic_halibut,1969,0.001437334,,,,,,CFDBS,NMFS/NEFSC,nd
178,GB,Atlantic_halibut,1970,0.002517122,,,,,,CFDBS,NMFS/NEFSC,nd
179,GB,Atlantic_halibut,1971,0.000353558,,,,,,CFDBS,NMFS/NEFSC,nd
180,GB,Atlantic_halibut,1972,0.000360054,,,,,,CFDBS,NMFS/NEFSC,nd
181,GB,Atlantic_halibut,1973,0.001918877,,,,,,CFDBS,NMFS/NEFSC,nd
182,GB,Atlantic_halibut,1974,0.001337673,,,,,,CFDBS,NMFS/NEFSC,nd
183,GB,Atlantic_halibut,1975,9.35582e-05,,,,,,CFDBS,NMFS/NEFSC,nd
184,GB,Atlantic_halibut,1976,2.07378e-05,,,,,,CFDBS,NMFS/NEFSC,nd
185,GB,Atlantic_halibut,1977,0.000316849,,,,,,CFDBS,NMFS/NEFSC,nd
186,GB,Atlantic_halibut,1978,0.001449837,,,,,,CFDBS,NMFS/NEFSC,nd
187,GB,Atlantic_halibut,1979,0.001266159,,,,,,CFDBS,NMFS/NEFSC,nd
188,GB,Atlantic_halibut,1980,0.002380572,,,,,,CFDBS,NMFS/NEFSC,nd
189,GB,Atlantic_halibut,1981,0.003214002,,,,,,CFDBS,NMFS/NEFSC,nd
190,GB,Atlantic_halibut,1982,0.002980184,,,,,,CFDBS,NMFS/NEFSC,nd
191,GB,Atlantic_halibut,1983,0.002960882,,,,,,CFDBS,NMFS/NEFSC,nd
192,GB,Atlantic_halibut,1984,0.001411338,,,,,,CFDBS,NMFS/NEFSC,nd
193,GB,Atlantic_halibut,1985,0.001444181,,,,,,CFDBS,NMFS/NEFSC,nd
194,GB,Atlantic_halibut,1986,0.000119213,,,,,,CFDBS,NMFS/NEFSC,nd
195,GB,Atlantic_halibut,1987,0.000122952,,,,,,CFDBS,NMFS/NEFSC,nd
196,GB,Atlantic_halibut,1988,0.000206693,,,,,,CFDBS,NMFS/NEFSC,nd
197,GB,Atlantic_halibut,1989,0.000201758,,,,,,CFDBS,NMFS/NEFSC,nd
198,GB,Atlantic_halibut,1990,0.000277828,,,,,,CFDBS,NMFS/NEFSC,nd
199,GB,Atlantic_halibut,1991,0.000375397,,,,,,CFDBS,NMFS/NEFSC,nd
200,GB,Atlantic_halibut,1992,0.000193462,,,,,,CFDBS,NMFS/NEFSC,nd
201,GB,Atlantic_halibut,1993,0.000249728,,,,,,CFDBS,NMFS/NEFSC,nd
202,GB,Atlantic_halibut,1994,0.000155282,,,,,,CFDBS,NMFS/NEFSC,nd
203,GB,Atlantic_halibut,1995,7.96178e-05,,,,,,CFDBS,NMFS/NEFSC,nd
204,GB,Atlantic_halibut,1996,7.68186e-05,,,,,,CFDBS,NMFS/NEFSC,nd
205,GB,Atlantic_halibut,1997,6.71676e-05,,,,,,CFDBS,NMFS/NEFSC,nd
206,GB,Atlantic_halibut,1998,0.000101388,,,,,,CFDBS,NMFS/NEFSC,nd
207,GB,Atlantic_halibut,1999,0.000136192,,,,,,CFDBS,NMFS/NEFSC,nd
208,GB,Atlantic_halibut,2000,6.49435e-05,,,,,,CFDBS,NMFS/NEFSC,nd
209,GB,Atlantic_halibut,2001,0.000134095,,,,,,CFDBS,NMFS/NEFSC,nd
210,GB,Atlantic_halibut,2002,9.01597e-05,,,,,,CFDBS,NMFS/NEFSC,nd
211,GB,Atlantic_halibut,2003,0.000437277,,,,,,CFDBS,NMFS/NEFSC,nd
212,GB,Atlantic_halibut,2004,0.000140587,,,,,,CFDBS,NMFS/NEFSC,nd
213,GB,Atlantic_halibut,2005,0.000133955,,,,,,CFDBS,NMFS/NEFSC,nd
214,GB,Atlantic_halibut,2006,3.83281e-05,,,,,,CFDBS,NMFS/NEFSC,nd
215,GB,Atlantic_halibut,2007,4.1979e-05,,,,,,CFDBS,NMFS/NEFSC,nd
216,GB,Atlantic_halibut,2008,4.73544e-05,,,,,,CFDBS,NMFS/NEFSC,nd
217,GB,Atlantic_halibut,2009,7.42081e-05,,,,,,CFDBS,NMFS/NEFSC,nd
218,GB,Atlantic_herring,1967,2.864335035,,,,,,CFDBS,NMFS/NEFSC,nd
219,GB,Atlantic_herring,1968,0.124531516,,,,,,CFDBS,NMFS/NEFSC,nd
220,GB,Atlantic_herring,1969,0.170591581,,,,,,CFDBS,NMFS/NEFSC,nd
221,GB,Atlantic_herring,1970,0.62945983,,,,,,CFDBS,NMFS/NEFSC,nd
222,GB,Atlantic_herring,1971,1.045252807,,,,,,CFDBS,NMFS/NEFSC,nd
223,GB,Atlantic_herring,1972,1.755063502,,,,,,CFDBS,NMFS/NEFSC,nd
224,GB,Atlantic_herring,1973,0.913863407,,,,,,CFDBS,NMFS/NEFSC,nd
225,GB,Atlantic_herring,1974,2.280011744,,,,,,CFDBS,NMFS/NEFSC,nd
226,GB,Atlantic_herring,1975,1.946891276,,,,,,CFDBS,NMFS/NEFSC,nd
227,GB,Atlantic_herring,1976,0.992881173,,,,,,CFDBS,NMFS/NEFSC,nd
228,GB,Atlantic_herring,1977,0.107860488,,,,,,CFDBS,NMFS/NEFSC,nd
229,GB,Atlantic_herring,1978,0.114416449,,,,,,CFDBS,NMFS/NEFSC,nd
230,GB,Atlantic_herring,1979,0.163524041,,,,,,CFDBS,NMFS/NEFSC,nd
231,GB,Atlantic_herring,1980,0.320476338,,,,,,CFDBS,NMFS/NEFSC,nd
232,GB,Atlantic_herring,1981,0.316230625,,,,,,CFDBS,NMFS/NEFSC,nd
233,GB,Atlantic_herring,1982,0.183515929,,,,,,CFDBS,NMFS/NEFSC,nd
234,GB,Atlantic_herring,1983,0.044436417,,,,,,CFDBS,NMFS/NEFSC,nd
235,GB,Atlantic_herring,1984,0.173572695,,,,,,CFDBS,NMFS/NEFSC,nd
236,GB,Atlantic_herring,1985,0.117217225,,,,,,CFDBS,NMFS/NEFSC,nd
237,GB,Atlantic_herring,1986,0.053632904,,,,,,CFDBS,NMFS/NEFSC,nd
238,GB,Atlantic_herring,1987,0.169346563,,,,,,CFDBS,NMFS/NEFSC,nd
239,GB,Atlantic_herring,1988,0.423814068,,,,,,CFDBS,NMFS/NEFSC,nd
240,GB,Atlantic_herring,1989,0.059224149,,,,,,CFDBS,NMFS/NEFSC,nd
241,GB,Atlantic_herring,1990,0.29731201,,,,,,CFDBS,NMFS/NEFSC,nd
242,GB,Atlantic_herring,1991,0.052018941,,,,,,CFDBS,NMFS/NEFSC,nd
243,GB,Atlantic_herring,1992,0.229568466,,,,,,CFDBS,NMFS/NEFSC,nd
244,GB,Atlantic_mackerel,1981,0.009374199,,,,,,CFDBS,NMFS/NEFSC,nd
245,GB,Atlantic_mackerel,1982,0.020858997,,,,,,CFDBS,NMFS/NEFSC,nd
246,GB,Atlantic_mackerel,1983,0.06183136,,,,,,CFDBS,NMFS/NEFSC,nd
247,GB,Atlantic_mackerel,1984,0.001891401,,,,,,CFDBS,NMFS/NEFSC,nd
248,GB,Atlantic_mackerel,1985,0.35127282,,,,,,CFDBS,NMFS/NEFSC,nd
249,GB,Atlantic_mackerel,1986,0.032805479,,,,,,CFDBS,NMFS/NEFSC,nd
250,GB,Atlantic_mackerel,1987,0.007603761,,,,,,CFDBS,NMFS/NEFSC,nd
251,GB,Atlantic_mackerel,1988,0.003025916,,,,,,CFDBS,NMFS/NEFSC,nd
252,GB,Atlantic_mackerel,1989,0.005533589,,,,,,CFDBS,NMFS/NEFSC,nd
253,GB,Atlantic_mackerel,1990,0.002748016,,,,,,CFDBS,NMFS/NEFSC,nd
254,GB,Atlantic_mackerel,1991,0.108080792,,,,,,CFDBS,NMFS/NEFSC,nd
255,GB,Atlantic_mackerel,1992,0.052812722,,,,,,CFDBS,NMFS/NEFSC,nd
256,GB,Atlantic_mackerel,1993,0.089277516,,,,,,CFDBS,NMFS/NEFSC,nd
257,GB,Atlantic_mackerel,1994,0.03481417,,,,,,CFDBS,NMFS/NEFSC,nd
258,GB,Atlantic_mackerel,1995,0.019412621,,,,,,CFDBS,NMFS/NEFSC,nd
259,GB,Atlantic_mackerel,1996,0.068000771,,,,,,CFDBS,NMFS/NEFSC,nd
260,GB,Atlantic_mackerel,1997,0.488727254,,,,,,CFDBS,NMFS/NEFSC,nd
261,GB,Atlantic_mackerel,1998,0.117417856,,,,,,CFDBS,NMFS/NEFSC,nd
262,GB,Atlantic_mackerel,1999,0.161269866,,,,,,CFDBS,NMFS/NEFSC,nd
263,GB,Atlantic_mackerel,2000,0.275073758,,,,,,CFDBS,NMFS/NEFSC,nd
264,GB,Atlantic_mackerel,2001,0.535390596,,,,,,CFDBS,NMFS/NEFSC,nd
265,GB,Atlantic_mackerel,2002,0.034737511,,,,,,CFDBS,NMFS/NEFSC,nd
266,GB,Atlantic_mackerel,2003,0.107173588,,,,,,CFDBS,NMFS/NEFSC,nd
267,GB,Atlantic_mackerel,2004,0.062453313,,,,,,CFDBS,NMFS/NEFSC,nd
268,GB,Atlantic_mackerel,2005,0.001170871,,,,,,CFDBS,NMFS/NEFSC,nd
269,GB,Atlantic_mackerel,2006,0.011868323,,,,,,CFDBS,NMFS/NEFSC,nd
270,GB,Atlantic_mackerel,2007,0.012253419,,,,,,CFDBS,NMFS/NEFSC,nd
271,GB,Atlantic_mackerel,2008,0.012208617,,,,,,CFDBS,NMFS/NEFSC,nd
272,GB,Atlantic_mackerel,2009,0.018456336,,,,,,CFDBS,NMFS/NEFSC,nd
273,GB,Atlantic_redfishes_NS,1963,0.000332842,,,,,,CFDBS,NMFS/NEFSC,nd
274,GB,Atlantic_redfishes_NS,1964,1.07263e-05,,,,,,CFDBS,NMFS/NEFSC,nd
275,GB,Atlantic_redfishes_NS,1965,8.55627e-05,,,,,,CFDBS,NMFS/NEFSC,nd
276,GB,Atlantic_redfishes_NS,1966,0.00093474,,,,,,CFDBS,NMFS/NEFSC,nd
277,GB,Atlantic_redfishes_NS,1967,0.001429755,,,,,,CFDBS,NMFS/NEFSC,nd
278,GB,Atlantic_redfishes_NS,1968,0.000140057,,,,,,CFDBS,NMFS/NEFSC,nd
279,GB,Atlantic_redfishes_NS,1969,0.000655057,,,,,,CFDBS,NMFS/NEFSC,nd
280,GB,Atlantic_redfishes_NS,1970,0.000444826,,,,,,CFDBS,NMFS/NEFSC,nd
281,GB,Atlantic_redfishes_NS,1971,0.003648985,,,,,,CFDBS,NMFS/NEFSC,nd
282,GB,Atlantic_redfishes_NS,1972,0.001704631,,,,,,CFDBS,NMFS/NEFSC,nd
283,GB,Atlantic_redfishes_NS,1973,0.001779306,,,,,,CFDBS,NMFS/NEFSC,nd
284,GB,Atlantic_redfishes_NS,1974,0.002837938,,,,,,CFDBS,NMFS/NEFSC,nd
