,ecosystem,species,year,biomass,biomass_SE,abundance,abundance_SE,biomass_index,biomass_index_SE,abundance_index,abundance_index_units,abundance_index_SE,avg_len,avg_mass,source,agency,season
3268,Del,Oyster_toadfish,1993,0.011004046799,,42.988374247,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3269,Del,Oyster_toadfish,1994,0.012593591581,,56.21616255,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3270,Del,Oyster_toadfish,1995,0.022952752288,,109.32970452,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3271,Del,Oyster_toadfish,1996,0.049807598706,,249.03799353,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3272,Del,Oyster_toadfish,1997,0.022828429059,,154.3641007,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3273,Del,Oyster_toadfish,1998,0.015331129923,,76.871851697,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3274,Del,Oyster_toadfish,1999,0.022916557724,,136.49513216,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3275,Del,Oyster_toadfish,2000,0.018403583901,,130.63683909,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3276,Del,Oyster_toadfish,2001,0.014544983801,,110.40746779,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3277,Del,Oyster_toadfish,2002,0.028336150534,,292.65616464,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3278,Del,Oyster_toadfish,2003,0.019263868606,,130.77683493,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3279,Del,Oyster_toadfish,2004,0.0040867569229,,32.110232966,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3280,Del,Oyster_toadfish,2005,0.020831807658,,137.86454178,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3281,Del,Oyster_toadfish,2006,0.029680490646,,221.29339004,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3282,Del,Oyster_toadfish,2007,0.027142282993,,211.21283596,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3283,Del,Oyster_toadfish,2008,0.010213875902,,61.517608207,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3284,Del,Pigfish,1966,,,4.4735147029,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3285,Del,Pigfish,1967,,,2.1776420681,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3286,Del,Pigfish,1968,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3287,Del,Pigfish,1969,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3288,Del,Pigfish,1970,,,5.1298604895,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3289,Del,Pigfish,1971,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3290,Del,Pigfish,1974,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3291,Del,Pigfish,1979,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3292,Del,Pigfish,1980,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3293,Del,Pigfish,1981,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3294,Del,Pigfish,1982,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3295,Del,Pigfish,1983,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3296,Del,Pigfish,1984,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3297,Del,Pigfish,1990,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3298,Del,Pigfish,1991,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3299,Del,Pigfish,1992,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3300,Del,Pigfish,1993,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3301,Del,Pigfish,1994,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3302,Del,Pigfish,1995,0.00047715930362,,2.7795687589,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3303,Del,Pigfish,1996,0.00034498769666,,2.1561731041,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3304,Del,Pigfish,1997,0.00025727350117,,3.675335731,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3305,Del,Pigfish,1998,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3306,Del,Pigfish,1999,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3307,Del,Pigfish,2000,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3308,Del,Pigfish,2001,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3309,Del,Pigfish,2002,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3310,Del,Pigfish,2003,0.0017632831676,,13.224623757,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3311,Del,Pigfish,2004,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3312,Del,Pigfish,2005,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3313,Del,Pigfish,2006,0.0006017627273,,7.7646803522,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3314,Del,Pigfish,2007,0.00036317139215,,3.8228567595,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3315,Del,Pigfish,2008,9.7646997154e-05,,0.97646997154,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3316,Del,Pinfish,1966,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3317,Del,Pinfish,1967,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3318,Del,Pinfish,1968,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3319,Del,Pinfish,1969,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3320,Del,Pinfish,1970,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3321,Del,Pinfish,1971,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3322,Del,Pinfish,1974,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3323,Del,Pinfish,1979,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3324,Del,Pinfish,1980,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3325,Del,Pinfish,1981,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3326,Del,Pinfish,1982,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3327,Del,Pinfish,1983,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3328,Del,Pinfish,1984,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3329,Del,Pinfish,1990,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3330,Del,Pinfish,1991,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3331,Del,Pinfish,1992,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3332,Del,Pinfish,1993,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3333,Del,Pinfish,1994,0.00015810795717,,3.5135101594,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3334,Del,Pinfish,1995,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3335,Del,Pinfish,1996,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3336,Del,Pinfish,1997,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3337,Del,Pinfish,1998,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3338,Del,Pinfish,1999,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3339,Del,Pinfish,2000,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3340,Del,Pinfish,2001,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3341,Del,Pinfish,2002,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3342,Del,Pinfish,2003,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3343,Del,Pinfish,2004,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3344,Del,Pinfish,2005,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3345,Del,Pinfish,2006,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3346,Del,Pinfish,2007,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3347,Del,Pinfish,2008,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3348,Del,Planehead_filefish,1966,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3349,Del,Planehead_filefish,1967,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3350,Del,Planehead_filefish,1968,,,1.5902260524,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3351,Del,Planehead_filefish,1969,,,1.5324496733,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3352,Del,Planehead_filefish,1970,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3353,Del,Planehead_filefish,1971,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3354,Del,Planehead_filefish,1974,,,9.2992746581,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3355,Del,Planehead_filefish,1979,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3356,Del,Planehead_filefish,1980,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3357,Del,Planehead_filefish,1981,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3358,Del,Planehead_filefish,1982,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3359,Del,Planehead_filefish,1983,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3360,Del,Planehead_filefish,1984,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3361,Del,Planehead_filefish,1990,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3362,Del,Planehead_filefish,1991,5.7449468879e-05,,1.1489893776,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3363,Del,Planehead_filefish,1992,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3364,Del,Planehead_filefish,1993,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3365,Del,Planehead_filefish,1994,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3366,Del,Planehead_filefish,1995,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3367,Del,Planehead_filefish,1996,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3368,Del,Planehead_filefish,1997,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3369,Del,Planehead_filefish,1998,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3370,Del,Planehead_filefish,1999,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3371,Del,Planehead_filefish,2000,4.76776785e-06,,0.95355357001,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3372,Del,Planehead_filefish,2001,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3373,Del,Planehead_filefish,2002,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3374,Del,Planehead_filefish,2003,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3375,Del,Planehead_filefish,2004,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3376,Del,Planehead_filefish,2005,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3377,Del,Planehead_filefish,2006,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3378,Del,Planehead_filefish,2007,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3379,Del,Planehead_filefish,2008,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3380,Del,Red_hake,1966,,,132.71426952,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3381,Del,Red_hake,1967,,,912.43202651,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3382,Del,Red_hake,1968,,,230.5827776,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3383,Del,Red_hake,1969,,,58.233087586,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3384,Del,Red_hake,1970,,,99.177302796,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3385,Del,Red_hake,1971,,,95.457403962,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3386,Del,Red_hake,1974,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3387,Del,Red_hake,1979,0.035549377217,,328.27996321,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3388,Del,Red_hake,1980,0.087148377912,,338.46604209,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3389,Del,Red_hake,1981,0.0088550763801,,67.861333006,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3390,Del,Red_hake,1982,0.0072714429278,,48.127535925,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3391,Del,Red_hake,1983,0.074496779463,,1025.680297,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3392,Del,Red_hake,1984,0.017810360795,,243.820982,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3393,Del,Red_hake,1990,0.032812300681,,303.64279016,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3394,Del,Red_hake,1991,0.004795881662,,108.00500149,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3395,Del,Red_hake,1992,0.00027186935049,,2.7836452268,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3396,Del,Red_hake,1993,0.0051986622583,,67.413586887,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3397,Del,Red_hake,1994,0.00023072050047,,3.5135101594,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3398,Del,Red_hake,1995,0.00073936528988,,10.191752116,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3399,Del,Red_hake,1996,0.002433241348,,61.450933468,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3400,Del,Red_hake,1997,0.0083613887881,,130.47441845,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3401,Del,Red_hake,1998,0.006985729523,,84.559036867,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3402,Del,Red_hake,1999,0.00015599443675,,5.8497913782,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3403,Del,Red_hake,2000,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3404,Del,Red_hake,2001,0.00054723701428,,13.440909123,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3405,Del,Red_hake,2002,0.00017584490579,,1.2560350414,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3406,Del,Red_hake,2003,0.00073470131982,,2.9388052793,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3407,Del,Red_hake,2004,0.00066166540657,,3.8921494504,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3408,Del,Red_hake,2005,0.00019015798866,,1.9015798866,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3409,Del,Red_hake,2006,0.0013782307625,,55.32334751,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3410,Del,Red_hake,2007,0.0010895141765,,12.424284468,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3411,Del,Red_hake,2008,0.0013084697619,,36.129388947,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3412,Del,Roughtail_stingray,1966,,,114.82021071,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3413,Del,Roughtail_stingray,1967,,,88.194503756,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3414,Del,Roughtail_stingray,1968,,,178.10531787,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3415,Del,Roughtail_stingray,1969,,,242.12704839,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3416,Del,Roughtail_stingray,1970,,,235.97358252,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3417,Del,Roughtail_stingray,1971,,,95.457403962,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3418,Del,Roughtail_stingray,1974,,,302.22642639,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3419,Del,Roughtail_stingray,1979,0.0,,48.856286953,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3420,Del,Roughtail_stingray,1980,0.0,,56.558294239,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3421,Del,Roughtail_stingray,1981,0.0,,46.34432498,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3422,Del,Roughtail_stingray,1982,0.0,,100.44007497,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3423,Del,Roughtail_stingray,1983,0.0,,60.461154347,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3424,Del,Roughtail_stingray,1984,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3425,Del,Roughtail_stingray,1990,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3426,Del,Roughtail_stingray,1991,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3427,Del,Roughtail_stingray,1992,0.0,,9.2788174228,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3428,Del,Roughtail_stingray,1993,0.0,,1.9540170112,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3429,Del,Roughtail_stingray,1994,0.0,,2.3423401063,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3430,Del,Roughtail_stingray,1995,0.14053221688,,25.94264175,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3431,Del,Roughtail_stingray,1996,0.086052868586,,6.4685193124,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3432,Del,Roughtail_stingray,1997,0.034529779193,,4.5941696638,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3433,Del,Roughtail_stingray,1998,0.013106650714,,5.7653888773,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3434,Del,Roughtail_stingray,1999,0.052696870665,,7.7997218376,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3435,Del,Roughtail_stingray,2000,0.20769350308,,38.1421428,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3436,Del,Roughtail_stingray,2001,0.30555026695,,76.805194986,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3437,Del,Roughtail_stingray,2002,0.057350559989,,7.5362102483,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3438,Del,Roughtail_stingray,2003,0.073205639507,,11.755221117,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3439,Del,Roughtail_stingray,2004,0.0098665988568,,5.8382241756,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3440,Del,Roughtail_stingray,2005,0.010192468192,,3.8031597732,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3441,Del,Roughtail_stingray,2006,0.19289407165,,56.293932554,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3442,Del,Roughtail_stingray,2007,0.27903987202,,51.608566254,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3443,Del,Roughtail_stingray,2008,0.11028251859,,27.341159203,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3444,Del,Sand_tiger_shark,1966,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3445,Del,Sand_tiger_shark,1967,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3446,Del,Sand_tiger_shark,1968,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3447,Del,Sand_tiger_shark,1969,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3448,Del,Sand_tiger_shark,1970,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3449,Del,Sand_tiger_shark,1971,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3450,Del,Sand_tiger_shark,1974,,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3451,Del,Sand_tiger_shark,1979,0.0,,0.0,,,,,nd,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
